1454.2635658914726  14.136125654450325
1457.3643410852712  93.71727748691114
1457.3643410852712  192.14659685863887
1460.4651162790697  278.01047120418866
1438.7596899224804  372.25130890052367
1420.1550387596897  474.8691099476441
1382.945736434108   537.6963350785343
1317.829457364341   560.7329842931939
1289.9224806201548  506.2827225130891
1122.4806201550387  516.7539267015709
1017.0542635658912  489.5287958115184
1010.8527131782946  472.77486910994776
961.2403100775193   468.58638743455515
933.3333333333333   449.7382198952881
908.5271317829456   453.92670157068073
889.9224806201548   432.98429319371746
871.3178294573643   432.98429319371746
849.612403100775    412.0418848167541
831.0077519379844   412.0418848167541
796.8992248062015   372.25130890052367
747.2868217054263   370.1570680628273
725.5813953488371   347.1204188481677
703.875968992248    351.3089005235604
672.8682170542636   326.1780104712043
635.6589147286821   313.61256544502635
607.7519379844961   290.5759162303667
530.2325581395348   254.97382198952891
452.7131782945736   215.18324607329862
421.7054263565891   215.18324607329862
390.6976744186046   175.3926701570682
344.18604651162786  173.29842931937196
189.1472868217054   100.00000000000011
