34.42297015484344	   1.3987131026472186e-38	
43.52053661323159	   1.0353218432956531e-38	
53.86645302624621	   7.316807143427178e-39	
71.82134479782309	   5.672426068491896e-39	
98.87867356074929	   4.008806328898432e-39	
157.95279137310797	   3.739937302478771e-39	
247.01231204435697	   3.4092850697467935e-39	
467.75874146675534	   3.739937302478771e-39	
975.192358771805	   2.96730240818886e-39	
1713.229154611073	   5.052631065335618e-39	
2978.114255518353	   8.214343584919388e-39	
4319.202043243905	   1.5702901247293776e-38	
6748.0252680719  	   3.292971255097108e-38	
9580.625677830956	   6.294988990221836e-38	
