174.466541859227	     8.183380979327122e-40	
206.30523955353533	   4.305154929285435e-40	
246.49284029453307	   2.635100144816651e-40	
313.5434765255382	    1.807383107740827e-40	
402.97353212521045	   1.4979161553149364e-40	
557.1360794182834	    1.5584397016725806e-40	
754.2505792137222	    1.9588542201429473e-40	
1098.547008425384	    2.6567578744751097e-40	
1616.5765607149508	   4.52186814732522e-40	
2142.9379657265067	   7.131345681431886e-40	
2585.8767796981792	   1.003473137983054e-39	
3287.669923442391	    1.466885365962837e-39	
4050.7141559436727	   2.312468131334272e-39	
5043.409155143994	    3.510333100892392e-39	
6826.42526365628	     5.971939160098973e-39	
8678.867703725591	    9.066458245538318e-39	
9633.750991509341	    1.0960884198507952e-38	
