# m_med gq_av
# ATLAS trigger level analysis, high mass (Delta y < 0.6)
# Digitized from https://atlas.web.cern.ch/Atlas/GROUPS/PHYSICS/PAPERS/EXOT-2016-20/fig_05.png
# Supersedes ATLAS_CONF16030_high_obs.dat
700. 	0.04041300627495717
720. 	0.03585396463205928
750. 	0.033019965772960624
800. 	0.03431374786081001
850. 	0.03351283513976036
900. 	0.04990074158585278
950. 	0.08674272675413575
1000. 	0.092657159155733
1050. 	0.07029321163719338
1100. 	0.062345693097547034
1150. 	0.05526069594980032
1200. 	0.05341243582430116
1250. 	0.06579577866514544
1300. 	0.07405134055904161
1350. 	0.08095151169423842
1400. 	0.08489446662863659
1450. 	0.07879520821448943
1500. 	0.07097090701654304
1600. 	0.08107472903593838
1700. 	0.10300741585852821
1800. 	0.14668796349115798
