# m_med gq_av
# Digitized from https://atlas.web.cern.ch/Atlas/GROUPS/PHYSICS/PAPERS/EXOT-2018-05/
450.13623978201633 0.15290456431535265
549.8637602179837 0.12230290456431542
749.8637602179839 0.1643153526970954
949.8637602179837 0.25689834024896263
