# m_med gq
# ATLAS trigger level analysis, high mass (Delta y < 0.6)
# Digitized from https://atlas.web.cern.ch/Atlas/GROUPS/PHYSICS/CombinedSummaryPlots/EXOTICS/ATLAS_DarkMatterCoupling_Summary/ATLAS_DarkMatterCoupling_Summary.png
549.9999999999992 0.061199996863175954
599.9999999999997 0.113328280095714
649.9999999999995 0.13205059134027924
699.9999999999994 0.11915844177232204
749.9999999999993 0.0984579100288609
799.9999999999995 0.08643216227210238
849.9999999999993 0.07821172485589173
899.9999999999998 0.07474497796783336
949.8075212866991 0.07516918134680395
